Item 1,Item 2,Result,Result Description
Pendulum,Healing Spring,Hyper Mighty G,"Bestows Protect, Shell, Haste, Regen, and Auto-Life on all party members."
Pendulum,Healing Water,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,Hi-Potion,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,Holy Water,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Pendulum,HP Sphere,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Hypello Potion,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Pendulum,Ice Gem,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Lv. 1 Key Sphere,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Lv. 2 Key Sphere,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Lv. 3 Key Sphere,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Pendulum,Lv. 4 Key Sphere,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Pendulum,Light Curtain,Hyper Mighty G,"Bestows Protect, Shell, Haste, Regen, and Auto-Life on all party members."
Pendulum,Lightning Gem,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Lightning Marble,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Luck Sphere,Miracle Drink,High critical hit rate for all party members.
Pendulum,Lunar Curtain,Hyper Mighty G,"Bestows Protect, Shell, Haste, Regen, and Auto-Life on all party members."
Pendulum,Magic Defense Sphere,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Magic Sphere,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Mana Distiller,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Pendulum,Mana Sphere,Cluster Bomb,Deals large amounts of damage to all enemies.
Pendulum,Mana Spring,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,Mana Tablet,Hyper Mana,Doubles max MP and casts Focus on all party members.
Pendulum,Mana Tonic,Hyper Mana,Doubles max MP and casts Focus on all party members.
Pendulum,Map,Cluster Bomb,Deals large amounts of damage to all enemies.
Pendulum,Master Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Pendulum,Megalixir,Eccentrick,Overdrive Gauges fill up at 2x rate for all party members.
Pendulum,Mega Phoenix,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,Mega Potion,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,MP Sphere,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Musk,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Pendulum,Pendulum,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Pendulum,Petrify Grenade,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Pendulum,Phoenix Down,Final Phoenix,Restores full HP and revives all KO'd party members with full HP.
Pendulum,Poison Fang,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Pendulum,Potion,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Pendulum,Power Distiller,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Pendulum,Power Sphere,Cluster Bomb,Deals large amounts of damage to all enemies.
Pendulum,Purifying Salt,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,Remedy,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Pendulum,Rename Card,Cluster Bomb,Deals large amounts of damage to all enemies.
Pendulum,Return Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Pendulum,Shadow Gem,Black Hole,Reduces enemies' HP by 15/16 of their current HP.
Pendulum,Shining Gem,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Pendulum,Shining Thorn,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Pendulum,Silence Grenade,Cluster Bomb,Deals large amounts of damage to all enemies.
Pendulum,Silver Hourglass,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Pendulum,Skill Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Pendulum,Sleeping Powder,Cluster Bomb,Deals large amounts of damage to all enemies.
Pendulum,Smoke Bomb,Cluster Bomb,Deals large amounts of damage to all enemies.
Pendulum,Soft,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Pendulum,Soul Spring,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,Special Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Pendulum,Speed Sphere,Cluster Bomb,Deals large amounts of damage to all enemies.
Pendulum,Stamina Spring,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,Stamina Tablet,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,Stamina Tonic,Hyper Vitality,Doubles max HP and bestows Cheer x5 on all party members.
Pendulum,Star Curtain,Hyper Mighty G,"Bestows Protect, Shell, Haste, Regen, and Auto-Life on all party members."
Pendulum,Strength Sphere,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,Supreme Gem,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Pendulum,Teleport Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Pendulum,Tetra Elemental,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Pendulum,Three Stars,Freedom X,No MP Cost for all party members.
Pendulum,Turbo Ether,Freedom X,No MP Cost for all party members.
Pendulum,Twin Stars,Freedom X,No MP Cost for all party members.
Pendulum,Underdog's Secret,Eccentrick,Overdrive Gauges fill up at 2x rate for all party members.
Pendulum,Warp Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Pendulum,Water Gem,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Pendulum,White Magic Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Pendulum,Wings to Discovery,Eccentrick,Overdrive Gauges fill up at 2x rate for all party members.
Pendulum,Winning Formula,Eccentrick,Overdrive Gauges fill up at 2x rate for all party members.
Pendulum,X-Potion,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Petrify Grenade,Ability Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Petrify Grenade,Ability Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Petrify Grenade,Accuracy Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Petrify Grenade,Agility Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Petrify Grenade,Agility Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Petrify Grenade,Al Bhed Potion,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Petrify Grenade,Amulet,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Petrify Grenade,Antarctic Wind,Black Ice,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Petrify Grenade,Antidote,Megalixir,Full HP and MP recovery for all party members.
Petrify Grenade,Arctic Wind,Black Ice,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Petrify Grenade,Attribute Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Petrify Grenade,Black Magic Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Petrify Grenade,Blessed Gem,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Petrify Grenade,Bomb Core,Brimstone,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Petrify Grenade,Bomb Fragment,Brimstone,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Petrify Grenade,Candle of Life,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Petrify Grenade,Chocobo Feather,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Petrify Grenade,Chocobo Wing,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Petrify Grenade,Clear Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Petrify Grenade,Dark Matter,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Petrify Grenade,Defense Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Petrify Grenade,Designer Wallet,Miracle Drink,High critical hit rate for all party members.
Petrify Grenade,Door to Tomorrow,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Petrify Grenade,Dragon Scale,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Petrify Grenade,Dream Powder,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Petrify Grenade,Echo Screen,Megalixir,Full HP and MP recovery for all party members.
Petrify Grenade,Electro Marble,Electroshock,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Petrify Grenade,Elixir,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Petrify Grenade,Ether,Mega Mana,Doubles max MP of all party members.
Petrify Grenade,Evasion Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Petrify Grenade,Eye Drops,Megalixir,Full HP and MP recovery for all party members.
Petrify Grenade,Farplane Shadow,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Petrify Grenade,Farplane Wind,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Petrify Grenade,Fire Gem,Abaddon Flame,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Petrify Grenade,Fish Scale,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Petrify Grenade,Fortune Sphere,Hero Drink,High critical hit rate for one party member.
Petrify Grenade,Frag Grenade,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Petrify Grenade,Friend Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Petrify Grenade,Gambler's Spirit,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Petrify Grenade,Gold Hourglass,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Petrify Grenade,Grenade,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
